disease,year,month,date,time,count,log_count,covid,post,fitted,fitted_count,counterfactual,counterfactual_count
Influenza (laboratory confirmed),2016,8,2016-08-01,20,24316,10.09893097320806,0,0,9.185202742443284,9750.756898173908,9.185202742443284,9750.756898173908
Influenza (laboratory confirmed),2016,9,2016-09-01,21,29863,10.30440902059442,0,0,8.706936057413248,6043.693492203429,8.706936057413248,6043.693492203429
Influenza (laboratory confirmed),2016,10,2016-10-01,22,7973,8.983941527941301,0,0,8.018606977370448,3035.9438534491223,8.018606977370448,3035.9438534491223
Influenza (laboratory confirmed),2016,11,2016-11-01,23,4033,8.302513718514158,0,0,7.475925786270779,1764.0349771810381,7.475925786270779,1764.0349771810381
Influenza (laboratory confirmed),2016,12,2016-12-01,24,3012,8.0106915391303,0,0,7.285904363825806,1458.5805279909105,7.285904363825806,1458.5805279909105
Influenza (laboratory confirmed),2017,1,2017-01-01,25,2438,7.79934339821592,0,0,7.3868863859437495,1613.6708162666378,7.3868863859437495,1613.6708162666378
Influenza (laboratory confirmed),2017,2,2017-02-01,26,2712,7.905810312658931,0,0,7.57474025700087,1947.3541255954876,7.57474025700087,1947.3541255954876
Influenza (laboratory confirmed),2017,3,2017-03-01,27,3208,8.073714641109857,0,0,7.731729309627907,2278.540826152266,7.731729309627907,2278.540826152266
Influenza (laboratory confirmed),2017,4,2017-04-01,28,1863,7.530479995245536,0,0,7.922560383217841,2757.8256615409005,7.922560383217841,2757.8256615409005
Influenza (laboratory confirmed),2017,5,2017-05-01,29,2714,7.906547232368036,0,0,8.267373508543054,3893.706134263999,8.267373508543054,3893.706134263999
Influenza (laboratory confirmed),2017,6,2017-06-01,30,8451,9.042158378735948,0,0,8.735377179941851,6218.079472101066,8.735377179941851,6218.079472101066
Influenza (laboratory confirmed),2017,7,2017-07-01,31,28008,10.240281166081672,0,0,9.088597780827602,8852.762428546781,9.088597780827602,8852.762428546781
Influenza (laboratory confirmed),2017,8,2017-08-01,32,86297,11.365561701831945,0,0,9.055316592095757,8562.948122752401,9.055316592095757,8562.948122752401
Influenza (laboratory confirmed),2017,9,2017-09-01,33,93622,11.4470313587756,0,0,8.577049907065721,5307.422064424399,8.577049907065721,5307.422064424399
Influenza (laboratory confirmed),2017,10,2017-10-01,34,15868,9.672122799562842,0,0,7.88872082702292,2666.0301448470555,7.88872082702292,2666.0301448470555
Influenza (laboratory confirmed),2017,11,2017-11-01,35,3634,8.19836438996762,0,0,7.346039635923252,1549.045610986509,7.346039635923252,1549.045610986509
Influenza (laboratory confirmed),2017,12,2017-12-01,36,2389,7.779048644925556,0,0,7.156018213478279,1280.7969165160787,7.156018213478279,1280.7969165160787
Influenza (laboratory confirmed),2018,1,2018-01-01,37,3223,8.07837810362652,0,0,7.257000235596221,1416.9964954232134,7.257000235596221,1416.9964954232134
Influenza (laboratory confirmed),2018,2,2018-02-01,38,3538,8.171599480345463,0,0,7.4448541066533425,1710.035645225619,7.4448541066533425,1710.035645225619
Influenza (laboratory confirmed),2018,3,2018-03-01,39,3698,8.215817791832453,0,0,7.60184315928038,2000.8822846701376,7.60184315928038,2000.8822846701376
Influenza (laboratory confirmed),2018,4,2018-04-01,40,1899,7.549609165154532,0,0,7.792674232870313,2421.788025979048,7.792674232870313,2421.788025979048
Influenza (laboratory confirmed),2018,5,2018-05-01,41,1529,7.333023014386481,0,0,8.137487358195527,3419.3130405607467,8.137487358195527,3419.3130405607467
Influenza (laboratory confirmed),2018,6,2018-06-01,42,2245,7.716906135298388,0,0,8.605491029594326,5460.567031097888,8.605491029594326,5460.567031097888
Influenza (laboratory confirmed),2018,7,2018-07-01,43,3478,8.154500175151941,0,0,8.958711630480073,7774.333503591265,8.958711630480073,7774.333503591265
Influenza (laboratory confirmed),2018,8,2018-08-01,44,8706,9.071882578828616,0,0,8.92543044174823,7519.819911223185,8.92543044174823,7519.819911223185
Influenza (laboratory confirmed),2018,9,2018-09-01,45,11079,9.312896960301275,0,0,8.447163756718194,4660.831877896556,8.447163756718194,4660.831877896556
Influenza (laboratory confirmed),2018,10,2018-10-01,46,6932,8.84404789894249,0,0,7.758834676675392,2341.173624792065,7.758834676675392,2341.173624792065
Influenza (laboratory confirmed),2018,11,2018-11-01,47,6375,8.760296220470051,0,0,7.2161534855757266,1360.2429369393212,7.2161534855757266,1360.2429369393212
Influenza (laboratory confirmed),2018,12,2018-12-01,48,5766,8.659907293615413,0,0,7.026132063130753,1124.6681653952298,7.026132063130753,1124.6681653952298
Influenza (laboratory confirmed),2019,1,2019-01-01,49,6034,8.705331133531631,0,0,7.127114085248695,1244.2780100909936,7.127114085248695,1244.2780100909936
Influenza (laboratory confirmed),2019,2,2019-02-01,50,6879,8.836373930927389,0,0,7.314967956305815,1501.6236456567444,7.314967956305815,1501.6236456567444
Influenza (laboratory confirmed),2019,3,2019-03-01,51,12213,9.41033811378308,0,0,7.471957008932852,1757.043828695367,7.471957008932852,1757.043828695367
Influenza (laboratory confirmed),2019,4,2019-04-01,52,16794,9.728836502046393,0,0,7.662788082522787,2126.6813176911355,7.662788082522787,2126.6813176911355
Influenza (laboratory confirmed),2019,5,2019-05-01,53,33177,10.40964228465222,0,0,8.007601207848,3002.703204334473,8.007601207848,3002.703204334473
Influenza (laboratory confirmed),2019,6,2019-06-01,54,55198,10.918700116159062,0,0,8.475604879246799,4795.32308430655,8.475604879246799,4795.32308430655
Influenza (laboratory confirmed),2019,7,2019-07-01,55,62918,11.049603463848204,0,0,8.828825480132547,6827.262174411199,8.828825480132547,6827.262174411199
Influenza (laboratory confirmed),2019,8,2019-08-01,56,69943,11.155450200860727,0,0,8.795544291400702,6603.74950645453,8.795544291400702,6603.74950645453
Influenza (laboratory confirmed),2019,9,2019-09-01,57,33028,10.405141242419408,0,0,8.317277606370666,4092.999345571825,8.317277606370666,4092.999345571825
Influenza (laboratory confirmed),2019,10,2019-10-01,58,8745,9.076351731972865,0,0,7.628948526327867,2055.8861207926843,7.628948526327867,2055.8861207926843
Influenza (laboratory confirmed),2019,11,2019-11-01,59,4625,8.439447842791385,0,0,7.086267335228198,1194.4372956727864,7.086267335228198,1194.4372956727864
Influenza (laboratory confirmed),2019,12,2019-12-01,60,3860,8.258681496264236,0,0,6.896245912783226,987.5566131866783,6.896245912783226,987.5566131866783
Influenza (laboratory confirmed),2020,1,2020-01-01,61,7505,8.923457979694966,0,0,6.997227934901168,1092.5974294868465,6.997227934901168,1092.5974294868465
Influenza (laboratory confirmed),2020,2,2020-02-01,62,7032,8.858368636308018,0,0,7.185081805958288,1318.5971847734588,7.185081805958288,1318.5971847734588
Influenza (laboratory confirmed),2020,3,2020-03-01,63,5972,8.695004592732307,1,0,6.736335765468249,841.4680725861361,7.342070858585326,1542.9060164934444
Influenza (laboratory confirmed),2020,4,2020-04-01,64,327,5.793013608384144,1,0,6.96382100424264,1056.667196904243,7.5329019321752595,1867.5199617587316
Influenza (laboratory confirmed),2020,5,2020-05-01,65,297,5.697093486505405,1,0,7.345288294752313,1547.8814353034684,7.877715057500473,2636.838359453212
Influenza (laboratory confirmed),2020,6,2020-06-01,66,193,5.267858159063328,1,0,7.849946131335569,2564.5961078764667,8.345718728899271,4211.108905386351
Influenza (laboratory confirmed),2020,7,2020-07-01,67,231,5.44673737166631,1,0,8.239820897405775,3787.861652446801,8.69893932978502,5995.548482577562
Influenza (laboratory confirmed),2020,8,2020-08-01,68,115,4.7535901911063645,1,0,8.243193873858388,3800.662970718579,8.665658141053175,5799.260684066369
Influenza (laboratory confirmed),2020,9,2020-09-01,69,61,4.127134385045092,1,0,7.801581354012811,2443.4644865475734,8.18739145602314,3594.3314234714767
Influenza (laboratory confirmed),2020,10,2020-10-01,70,41,3.7376696182833684,1,0,7.149906439154468,1272.9867543193434,7.49906237598034,1805.3479449714887
Influenza (laboratory confirmed),2020,11,2020-11-01,71,53,3.9889840465642745,1,0,6.643879413239258,767.0688773987575,6.956381184880672,1048.8275429796918
Influenza (laboratory confirmed),2020,12,2020-12-01,72,54,4.007333185232471,1,0,6.490512155978743,657.860716274152,6.766359762435699,867.1458777258732
Influenza (laboratory confirmed),2021,1,2021-01-01,73,66,4.204692619390966,1,0,6.628148343281142,755.0808714540316,6.86734178455364,959.392240197712
Influenza (laboratory confirmed),2021,2,2021-02-01,74,46,3.8501476017100584,1,0,6.852656379522721,945.3915457126881,7.055195655610762,1157.864187380042
Influenza (laboratory confirmed),2021,3,2021-03-01,75,50,3.9318256327243257,1,0,7.046299597334216,1147.6005845273062,7.212184708237799,1354.8511732517738
Influenza (laboratory confirmed),2021,4,2021-04-01,76,72,4.290459441148391,1,0,7.273784836108607,1440.9978633378569,7.403015781827732,1639.9256491848726
Influenza (laboratory confirmed),2021,5,2021-05-01,77,67,4.219507705176107,1,0,7.65525212661828,2110.7074698058213,7.747828907152948,2315.5375329233093
Influenza (laboratory confirmed),2021,6,2021-06-01,78,59,4.0943445622221,1,0,8.159909963201535,3496.871652419915,8.215832578551744,3698.0546964790437
Influenza (laboratory confirmed),2021,7,2021-07-01,79,72,4.290459441148391,1,0,8.54978472927174,5164.642295896666,8.569053179437493,5265.141338078304
Influenza (laboratory confirmed),2021,8,2021-08-01,80,43,3.784189633918261,1,0,8.553157705724356,5182.095303468283,8.53577199070565,5092.762294883141
Influenza (laboratory confirmed),2021,9,2021-09-01,81,63,4.1588830833596715,1,0,8.111545185878777,3331.7237309847296,8.057505305675614,3156.403544429726
Influenza (laboratory confirmed),2021,10,2021-10-01,82,55,4.02535169073515,1,0,7.459870271020435,1735.9227135211486,7.369176225632813,1585.3264695690916
Influenza (laboratory confirmed),2021,11,2021-11-01,83,62,4.143134726391533,1,0,6.953843245105225,1046.1665220847237,6.826495034533145,920.953726881591
Influenza (laboratory confirmed),2021,12,2021-12-01,84,105,4.663439094112067,1,0,6.80047598784471,897.2747577739175,6.636473612088172,761.4017228339586
Influenza (laboratory confirmed),2022,1,2022-01-01,85,39,3.6888794541139363,1,0,6.938112175147109,1029.822364859678,6.737455634206113,842.4120547126556
Influenza (laboratory confirmed),2022,2,2022-02-01,86,33,3.5263605246161616,1,0,7.162620211388687,1289.2873330978996,6.925309505263234,1016.7092072400543
Influenza (laboratory confirmed),2022,3,2022-03-01,87,324,5.783825182329737,1,0,7.356263429200183,1564.9742436608271,7.0822985578902715,1189.7022735642129
Influenza (laboratory confirmed),2022,4,2022-04-01,88,5725,8.65277248565806,1,0,7.583748667974575,1964.984994105101,7.273129631480206,1440.0533691159346
Influenza (laboratory confirmed),2022,5,2022-05-01,89,54194,10.90034393224985,1,0,7.965215958484246,2878.0508662530387,7.61794275680542,2033.3726226480283
Influenza (laboratory confirmed),2022,6,2022-06-01,90,111037,11.617627764051045,1,0,8.469873795067501,4767.91357109587,8.085946428204217,3247.4928464328523
Influenza (laboratory confirmed),2022,7,2022-07-01,91,44665,10.70696786478042,1,0,8.859748561137708,7041.71171050136,8.439167029089967,4623.701138194874
Influenza (laboratory confirmed),2022,8,2022-08-01,92,6573,8.790877754224164,1,0,8.863121537590322,7065.506718705021,8.405885840358122,4472.318654116586
Influenza (laboratory confirmed),2022,9,2022-09-01,93,2710,7.905072849498666,1,0,8.421509017744745,4542.754891181004,7.927619155328086,2771.81729225163
Influenza (laboratory confirmed),2022,10,2022-10-01,94,1528,7.332369205929062,1,0,7.769834102886402,2367.0783983955293,7.239290075285286,1392.104620325657
Influenza (laboratory confirmed),2022,11,2022-11-01,95,1892,7.545918151209323,1,0,7.263807076971191,1426.6814973791945,6.6966088841856175,808.6555288484157
Influenza (laboratory confirmed),2022,12,2022-12-01,96,4648,8.444407421690585,1,0,7.110439819710677,1223.6860687290393,6.5065874617406445,668.5376916409507
Influenza (laboratory confirmed),2023,1,2023-01-01,97,3653,8.203577736937952,1,1,7.046708194715441,1148.0699956117562,6.607569483858587,739.6805930545449
Influenza (laboratory confirmed),2023,2,2023-02-01,98,4287,8.363575702750637,1,1,7.3281196705608505,1521.5162466488591,6.795423354915707,892.7475519394216
Influenza (laboratory confirmed),2023,3,2023-03-01,99,10725,9.280425979542871,1,1,7.578666327976178,1955.0185378458932,6.952412407542745,1044.6692683096678
