disease,year,state,rate_per_100k
Gonococcal infection,1999,AUS,29
Gonococcal infection,1998,ACT,9
Gonococcal infection,1998,NSW,17
Gonococcal infection,1998,NT,634
Gonococcal infection,1998,QLD,33
Gonococcal infection,1998,SA,33
Gonococcal infection,1998,TAS,3
Gonococcal infection,1998,VIC,11
Gonococcal infection,1998,WA,66
Gonococcal infection,1998,AUS,30
Gonococcal infection,1997,ACT,7
Gonococcal infection,1997,NSW,10
Gonococcal infection,1997,NT,576
Gonococcal infection,1997,QLD,28
Gonococcal infection,1997,SA,42
Gonococcal infection,1997,TAS,1
Gonococcal infection,1997,VIC,8
Gonococcal infection,1997,WA,77
Gonococcal infection,1997,AUS,27
Gonococcal infection,1996,ACT,6
Gonococcal infection,1996,NSW,8
Gonococcal infection,1996,NT,462
Gonococcal infection,1996,QLD,30
Gonococcal infection,1996,SA,20
Gonococcal infection,1996,TAS,0.42
Gonococcal infection,1996,VIC,9
Gonococcal infection,1996,WA,63
Gonococcal infection,1996,AUS,23
Gonococcal infection,1995,ACT,3
Gonococcal infection,1995,NSW,7
Gonococcal infection,1995,NT,302
Gonococcal infection,1995,QLD,23
Gonococcal infection,1995,SA,17
Gonococcal infection,1995,TAS,0.63
Gonococcal infection,1995,VIC,8
Gonococcal infection,1995,WA,59
Gonococcal infection,1995,AUS,19
Gonococcal infection,1994,ACT,3
Gonococcal infection,1994,NSW,6
Gonococcal infection,1994,NT,427
Gonococcal infection,1994,QLD,22
Gonococcal infection,1994,SA,11
Gonococcal infection,1994,TAS,2
Gonococcal infection,1994,VIC,11
Gonococcal infection,1994,WA,49
Gonococcal infection,1994,AUS,19
Gonococcal infection,1993,ACT,6
Gonococcal infection,1993,NSW,6
Gonococcal infection,1993,NT,394
Gonococcal infection,1993,QLD,19
Gonococcal infection,1993,SA,10
Gonococcal infection,1993,TAS,1
Gonococcal infection,1993,VIC,15
Gonococcal infection,1993,WA,47
Gonococcal infection,1993,AUS,19
Gonococcal infection,1992,ACT,3
Gonococcal infection,1992,NSW,0
Gonococcal infection,1992,NT,359
Gonococcal infection,1992,QLD,17
Gonococcal infection,1992,SA,11
Gonococcal infection,1992,TAS,2
Gonococcal infection,1992,VIC,18
Gonococcal infection,1992,WA,51
Gonococcal infection,1992,AUS,26
Gonococcal infection,1991,ACT,2
Gonococcal infection,1991,NSW,0
Gonococcal infection,1991,NT,450
Gonococcal infection,1991,QLD,18
Gonococcal infection,1991,SA,11
Gonococcal infection,1991,TAS,3
Gonococcal infection,1991,VIC,9
Gonococcal infection,1991,WA,40
Gonococcal infection,1991,AUS,22
Haemolytic uraemic syndrome (HUS),2025,ACT,0
Haemolytic uraemic syndrome (HUS),2025,NSW,0.04
Haemolytic uraemic syndrome (HUS),2025,NT,0
Haemolytic uraemic syndrome (HUS),2025,QLD,0.04
Haemolytic uraemic syndrome (HUS),2025,SA,0.16
Haemolytic uraemic syndrome (HUS),2025,TAS,0.17
Haemolytic uraemic syndrome (HUS),2025,VIC,0.07
Haemolytic uraemic syndrome (HUS),2025,WA,0.03
Haemolytic uraemic syndrome (HUS),2025,AUS,0.06
Haemolytic uraemic syndrome (HUS),2024,ACT,0
Haemolytic uraemic syndrome (HUS),2024,NSW,0.06
Haemolytic uraemic syndrome (HUS),2024,NT,0
Haemolytic uraemic syndrome (HUS),2024,QLD,0.05
Haemolytic uraemic syndrome (HUS),2024,SA,0
Haemolytic uraemic syndrome (HUS),2024,TAS,0
Haemolytic uraemic syndrome (HUS),2024,VIC,0.04
Haemolytic uraemic syndrome (HUS),2024,WA,0
Haemolytic uraemic syndrome (HUS),2024,AUS,0.04
Haemolytic uraemic syndrome (HUS),2023,ACT,0
Haemolytic uraemic syndrome (HUS),2023,NSW,0.05
Haemolytic uraemic syndrome (HUS),2023,NT,0.4
Haemolytic uraemic syndrome (HUS),2023,QLD,0.07
Haemolytic uraemic syndrome (HUS),2023,SA,0.11
Haemolytic uraemic syndrome (HUS),2023,TAS,0.52
Haemolytic uraemic syndrome (HUS),2023,VIC,0.04
Haemolytic uraemic syndrome (HUS),2023,WA,0.07
Haemolytic uraemic syndrome (HUS),2023,AUS,0.07
Haemolytic uraemic syndrome (HUS),2022,ACT,0
Haemolytic uraemic syndrome (HUS),2022,NSW,0.09
Haemolytic uraemic syndrome (HUS),2022,NT,0
Haemolytic uraemic syndrome (HUS),2022,QLD,0.09
Haemolytic uraemic syndrome (HUS),2022,SA,0
Haemolytic uraemic syndrome (HUS),2022,TAS,0
Haemolytic uraemic syndrome (HUS),2022,VIC,0.02
Haemolytic uraemic syndrome (HUS),2022,WA,0.04
Haemolytic uraemic syndrome (HUS),2022,AUS,0.05
Haemolytic uraemic syndrome (HUS),2021,ACT,0
Haemolytic uraemic syndrome (HUS),2021,NSW,0
Haemolytic uraemic syndrome (HUS),2021,NT,0
Haemolytic uraemic syndrome (HUS),2021,QLD,0.02
Haemolytic uraemic syndrome (HUS),2021,SA,0.11
Haemolytic uraemic syndrome (HUS),2021,TAS,0
Haemolytic uraemic syndrome (HUS),2021,VIC,0.03
Haemolytic uraemic syndrome (HUS),2021,WA,0.07
Haemolytic uraemic syndrome (HUS),2021,AUS,0.03
Haemolytic uraemic syndrome (HUS),2020,ACT,0
Haemolytic uraemic syndrome (HUS),2020,NSW,0.02
Haemolytic uraemic syndrome (HUS),2020,NT,0
Haemolytic uraemic syndrome (HUS),2020,QLD,0.08
Haemolytic uraemic syndrome (HUS),2020,SA,0.06
Haemolytic uraemic syndrome (HUS),2020,TAS,0
Haemolytic uraemic syndrome (HUS),2020,VIC,0.05
Haemolytic uraemic syndrome (HUS),2020,WA,0.15
Haemolytic uraemic syndrome (HUS),2020,AUS,0.05
Haemolytic uraemic syndrome (HUS),2019,ACT,0
Haemolytic uraemic syndrome (HUS),2019,NSW,0.05
Haemolytic uraemic syndrome (HUS),2019,NT,0
Haemolytic uraemic syndrome (HUS),2019,QLD,0.06
Haemolytic uraemic syndrome (HUS),2019,SA,0
Haemolytic uraemic syndrome (HUS),2019,TAS,0.18
Haemolytic uraemic syndrome (HUS),2019,VIC,0.15
Haemolytic uraemic syndrome (HUS),2019,WA,0.04
Haemolytic uraemic syndrome (HUS),2019,AUS,0.08
Haemolytic uraemic syndrome (HUS),2018,ACT,0
Haemolytic uraemic syndrome (HUS),2018,NSW,0.05
Haemolytic uraemic syndrome (HUS),2018,NT,0.4
Haemolytic uraemic syndrome (HUS),2018,QLD,0.08
Haemolytic uraemic syndrome (HUS),2018,SA,0
Haemolytic uraemic syndrome (HUS),2018,TAS,0
Haemolytic uraemic syndrome (HUS),2018,VIC,0.05
Haemolytic uraemic syndrome (HUS),2018,WA,0.04
Haemolytic uraemic syndrome (HUS),2018,AUS,0.05
Haemolytic uraemic syndrome (HUS),2017,ACT,0
Haemolytic uraemic syndrome (HUS),2017,NSW,0.03
Haemolytic uraemic syndrome (HUS),2017,NT,0
Haemolytic uraemic syndrome (HUS),2017,QLD,0.06
Haemolytic uraemic syndrome (HUS),2017,SA,0.12
Haemolytic uraemic syndrome (HUS),2017,TAS,0
Haemolytic uraemic syndrome (HUS),2017,VIC,0.06
Haemolytic uraemic syndrome (HUS),2017,WA,0.12
Haemolytic uraemic syndrome (HUS),2017,AUS,0.06
Haemolytic uraemic syndrome (HUS),2016,ACT,0
Haemolytic uraemic syndrome (HUS),2016,NSW,0.05
Haemolytic uraemic syndrome (HUS),2016,NT,0
Haemolytic uraemic syndrome (HUS),2016,QLD,0.08
Haemolytic uraemic syndrome (HUS),2016,SA,0.06
Haemolytic uraemic syndrome (HUS),2016,TAS,0.39
Haemolytic uraemic syndrome (HUS),2016,VIC,0.03
Haemolytic uraemic syndrome (HUS),2016,WA,0.12
Haemolytic uraemic syndrome (HUS),2016,AUS,0.07
Haemolytic uraemic syndrome (HUS),2015,ACT,0
Haemolytic uraemic syndrome (HUS),2015,NSW,0.14
Haemolytic uraemic syndrome (HUS),2015,NT,0
Haemolytic uraemic syndrome (HUS),2015,QLD,0.04
Haemolytic uraemic syndrome (HUS),2015,SA,0
Haemolytic uraemic syndrome (HUS),2015,TAS,0
Haemolytic uraemic syndrome (HUS),2015,VIC,0.07
Haemolytic uraemic syndrome (HUS),2015,WA,0.04
Haemolytic uraemic syndrome (HUS),2015,AUS,0.08
Haemolytic uraemic syndrome (HUS),2014,ACT,0
Haemolytic uraemic syndrome (HUS),2014,NSW,0.08
Haemolytic uraemic syndrome (HUS),2014,NT,0.41
Haemolytic uraemic syndrome (HUS),2014,QLD,0.06
Haemolytic uraemic syndrome (HUS),2014,SA,0.24
Haemolytic uraemic syndrome (HUS),2014,TAS,0.19
Haemolytic uraemic syndrome (HUS),2014,VIC,0.08
Haemolytic uraemic syndrome (HUS),2014,WA,0.04
Haemolytic uraemic syndrome (HUS),2014,AUS,0.09
Haemolytic uraemic syndrome (HUS),2013,ACT,0
Haemolytic uraemic syndrome (HUS),2013,NSW,0.12
Haemolytic uraemic syndrome (HUS),2013,NT,0.41
Haemolytic uraemic syndrome (HUS),2013,QLD,0.04
Haemolytic uraemic syndrome (HUS),2013,SA,0.06
Haemolytic uraemic syndrome (HUS),2013,TAS,0
Haemolytic uraemic syndrome (HUS),2013,VIC,0.03
Haemolytic uraemic syndrome (HUS),2013,WA,0
Haemolytic uraemic syndrome (HUS),2013,AUS,0.06
Haemolytic uraemic syndrome (HUS),2012,ACT,0
Haemolytic uraemic syndrome (HUS),2012,NSW,0.14
Haemolytic uraemic syndrome (HUS),2012,NT,0
Haemolytic uraemic syndrome (HUS),2012,QLD,0.09
Haemolytic uraemic syndrome (HUS),2012,SA,0
Haemolytic uraemic syndrome (HUS),2012,TAS,0.2
Haemolytic uraemic syndrome (HUS),2012,VIC,0.09
Haemolytic uraemic syndrome (HUS),2012,WA,0
Haemolytic uraemic syndrome (HUS),2012,AUS,0.09
Haemolytic uraemic syndrome (HUS),2011,ACT,0
Haemolytic uraemic syndrome (HUS),2011,NSW,0.06
Haemolytic uraemic syndrome (HUS),2011,NT,0.43
Haemolytic uraemic syndrome (HUS),2011,QLD,0.02
Haemolytic uraemic syndrome (HUS),2011,SA,0.18
Haemolytic uraemic syndrome (HUS),2011,TAS,0
Haemolytic uraemic syndrome (HUS),2011,VIC,0.07
Haemolytic uraemic syndrome (HUS),2011,WA,0
Haemolytic uraemic syndrome (HUS),2011,AUS,0.06
Haemolytic uraemic syndrome (HUS),2010,ACT,0
Haemolytic uraemic syndrome (HUS),2010,NSW,0.04
Haemolytic uraemic syndrome (HUS),2010,NT,0
Haemolytic uraemic syndrome (HUS),2010,QLD,0.07
Haemolytic uraemic syndrome (HUS),2010,SA,0
Haemolytic uraemic syndrome (HUS),2010,TAS,0
Haemolytic uraemic syndrome (HUS),2010,VIC,0.05
Haemolytic uraemic syndrome (HUS),2010,WA,0
Haemolytic uraemic syndrome (HUS),2010,AUS,0.04
Haemolytic uraemic syndrome (HUS),2009,ACT,0
Haemolytic uraemic syndrome (HUS),2009,NSW,0.06
Haemolytic uraemic syndrome (HUS),2009,NT,0
Haemolytic uraemic syndrome (HUS),2009,QLD,0.07
Haemolytic uraemic syndrome (HUS),2009,SA,0.25
Haemolytic uraemic syndrome (HUS),2009,TAS,0
Haemolytic uraemic syndrome (HUS),2009,VIC,0.04
Haemolytic uraemic syndrome (HUS),2009,WA,0
Haemolytic uraemic syndrome (HUS),2009,AUS,0.06
Haemolytic uraemic syndrome (HUS),2008,ACT,0
Haemolytic uraemic syndrome (HUS),2008,NSW,0.24
Haemolytic uraemic syndrome (HUS),2008,NT,0.45
Haemolytic uraemic syndrome (HUS),2008,QLD,0.17
Haemolytic uraemic syndrome (HUS),2008,SA,0.19
Haemolytic uraemic syndrome (HUS),2008,TAS,0
Haemolytic uraemic syndrome (HUS),2008,VIC,0.08
Haemolytic uraemic syndrome (HUS),2008,WA,0
Haemolytic uraemic syndrome (HUS),2008,AUS,0.15
Haemolytic uraemic syndrome (HUS),2007,ACT,0.29
Haemolytic uraemic syndrome (HUS),2007,NSW,0.19
Haemolytic uraemic syndrome (HUS),2007,NT,0
Haemolytic uraemic syndrome (HUS),2007,QLD,0.02
Haemolytic uraemic syndrome (HUS),2007,SA,0.06
Haemolytic uraemic syndrome (HUS),2007,TAS,0
Haemolytic uraemic syndrome (HUS),2007,VIC,0.06
Haemolytic uraemic syndrome (HUS),2007,WA,0
Haemolytic uraemic syndrome (HUS),2007,AUS,0.09
Haemolytic uraemic syndrome (HUS),2006,ACT,0
Haemolytic uraemic syndrome (HUS),2006,NSW,0.16
Haemolytic uraemic syndrome (HUS),2006,NT,0
Haemolytic uraemic syndrome (HUS),2006,QLD,0.02
Haemolytic uraemic syndrome (HUS),2006,SA,0.06
Haemolytic uraemic syndrome (HUS),2006,TAS,0
Haemolytic uraemic syndrome (HUS),2006,VIC,0.02
Haemolytic uraemic syndrome (HUS),2006,WA,0
Haemolytic uraemic syndrome (HUS),2006,AUS,0.07
Haemolytic uraemic syndrome (HUS),2005,ACT,0
Haemolytic uraemic syndrome (HUS),2005,NSW,0.16
Haemolytic uraemic syndrome (HUS),2005,NT,0
Haemolytic uraemic syndrome (HUS),2005,QLD,0.05
Haemolytic uraemic syndrome (HUS),2005,SA,0.06
Haemolytic uraemic syndrome (HUS),2005,TAS,0.41
Haemolytic uraemic syndrome (HUS),2005,VIC,0.06
Haemolytic uraemic syndrome (HUS),2005,WA,0.05
Haemolytic uraemic syndrome (HUS),2005,AUS,0.1
Haemolytic uraemic syndrome (HUS),2004,ACT,0
Haemolytic uraemic syndrome (HUS),2004,NSW,0.14
Haemolytic uraemic syndrome (HUS),2004,NT,0.49
Haemolytic uraemic syndrome (HUS),2004,QLD,0.03
Haemolytic uraemic syndrome (HUS),2004,SA,0.2
Haemolytic uraemic syndrome (HUS),2004,TAS,0
Haemolytic uraemic syndrome (HUS),2004,VIC,0.02
Haemolytic uraemic syndrome (HUS),2004,WA,0.05
Haemolytic uraemic syndrome (HUS),2004,AUS,0.08
Haemolytic uraemic syndrome (HUS),2003,ACT,0
Haemolytic uraemic syndrome (HUS),2003,NSW,0.08
Haemolytic uraemic syndrome (HUS),2003,NT,0.5
Haemolytic uraemic syndrome (HUS),2003,QLD,0.03
Haemolytic uraemic syndrome (HUS),2003,SA,0.2
Haemolytic uraemic syndrome (HUS),2003,TAS,0
Haemolytic uraemic syndrome (HUS),2003,VIC,0.08
Haemolytic uraemic syndrome (HUS),2003,WA,0.05
Haemolytic uraemic syndrome (HUS),2003,AUS,0.08
Haemolytic uraemic syndrome (HUS),2002,ACT,0
Haemolytic uraemic syndrome (HUS),2002,NSW,0.11
Haemolytic uraemic syndrome (HUS),2002,NT,0.49
Haemolytic uraemic syndrome (HUS),2002,QLD,0.03
Haemolytic uraemic syndrome (HUS),2002,SA,0
Haemolytic uraemic syndrome (HUS),2002,TAS,0
Haemolytic uraemic syndrome (HUS),2002,VIC,0.08
Haemolytic uraemic syndrome (HUS),2002,WA,0
Haemolytic uraemic syndrome (HUS),2002,AUS,0.07
Haemolytic uraemic syndrome (HUS),2001,ACT,0
Haemolytic uraemic syndrome (HUS),2001,NSW,0.03
Haemolytic uraemic syndrome (HUS),2001,NT,0
Haemolytic uraemic syndrome (HUS),2001,QLD,0
Haemolytic uraemic syndrome (HUS),2001,SA,0.07
Haemolytic uraemic syndrome (HUS),2001,TAS,0
Haemolytic uraemic syndrome (HUS),2001,VIC,0
Haemolytic uraemic syndrome (HUS),2001,WA,0
Haemolytic uraemic syndrome (HUS),2001,AUS,0.02
Haemolytic uraemic syndrome (HUS),2000,ACT,0
Haemolytic uraemic syndrome (HUS),2000,NSW,0.14
Haemolytic uraemic syndrome (HUS),2000,NT,0
Haemolytic uraemic syndrome (HUS),2000,QLD,0.09
Haemolytic uraemic syndrome (HUS),2000,SA,0.07
Haemolytic uraemic syndrome (HUS),2000,TAS,0
Haemolytic uraemic syndrome (HUS),2000,VIC,0.06
Haemolytic uraemic syndrome (HUS),2000,WA,0.05
Haemolytic uraemic syndrome (HUS),2000,AUS,0.09
Haemolytic uraemic syndrome (HUS),1999,ACT,0
Haemolytic uraemic syndrome (HUS),1999,NSW,0.16
Haemolytic uraemic syndrome (HUS),1999,NT,0.51
Haemolytic uraemic syndrome (HUS),1999,QLD,0.03
Haemolytic uraemic syndrome (HUS),1999,SA,0.2
Haemolytic uraemic syndrome (HUS),1999,TAS,0
Haemolytic uraemic syndrome (HUS),1999,VIC,0.17
Haemolytic uraemic syndrome (HUS),1999,WA,0
Haemolytic uraemic syndrome (HUS),1999,AUS,0.12
Haemolytic uraemic syndrome (HUS),1998,ACT,0
Haemolytic uraemic syndrome (HUS),1998,NSW,0
Haemolytic uraemic syndrome (HUS),1998,NT,0
Haemolytic uraemic syndrome (HUS),1998,QLD,0
Haemolytic uraemic syndrome (HUS),1998,SA,0
Haemolytic uraemic syndrome (HUS),1998,TAS,0
Haemolytic uraemic syndrome (HUS),1998,VIC,0
Haemolytic uraemic syndrome (HUS),1998,WA,0
Haemolytic uraemic syndrome (HUS),1998,AUS,NA
Haemolytic uraemic syndrome (HUS),1997,ACT,0
Haemolytic uraemic syndrome (HUS),1997,NSW,0
Haemolytic uraemic syndrome (HUS),1997,NT,0
Haemolytic uraemic syndrome (HUS),1997,QLD,0
Haemolytic uraemic syndrome (HUS),1997,SA,0
Haemolytic uraemic syndrome (HUS),1997,TAS,0
Haemolytic uraemic syndrome (HUS),1997,VIC,0
Haemolytic uraemic syndrome (HUS),1997,WA,0
Haemolytic uraemic syndrome (HUS),1997,AUS,NA
Haemolytic uraemic syndrome (HUS),1996,ACT,0
Haemolytic uraemic syndrome (HUS),1996,NSW,0
Haemolytic uraemic syndrome (HUS),1996,NT,0
Haemolytic uraemic syndrome (HUS),1996,QLD,0
Haemolytic uraemic syndrome (HUS),1996,SA,0
Haemolytic uraemic syndrome (HUS),1996,TAS,0
Haemolytic uraemic syndrome (HUS),1996,VIC,0
Haemolytic uraemic syndrome (HUS),1996,WA,0
Haemolytic uraemic syndrome (HUS),1996,AUS,NA
Haemolytic uraemic syndrome (HUS),1995,ACT,0
Haemolytic uraemic syndrome (HUS),1995,NSW,0
Haemolytic uraemic syndrome (HUS),1995,NT,0
Haemolytic uraemic syndrome (HUS),1995,QLD,0
Haemolytic uraemic syndrome (HUS),1995,SA,0
Haemolytic uraemic syndrome (HUS),1995,TAS,0
Haemolytic uraemic syndrome (HUS),1995,VIC,0
Haemolytic uraemic syndrome (HUS),1995,WA,0
Haemolytic uraemic syndrome (HUS),1995,AUS,NA
Haemolytic uraemic syndrome (HUS),1994,ACT,0
Haemolytic uraemic syndrome (HUS),1994,NSW,0
Haemolytic uraemic syndrome (HUS),1994,NT,0
Haemolytic uraemic syndrome (HUS),1994,QLD,0
Haemolytic uraemic syndrome (HUS),1994,SA,0
Haemolytic uraemic syndrome (HUS),1994,TAS,0
Haemolytic uraemic syndrome (HUS),1994,VIC,0
Haemolytic uraemic syndrome (HUS),1994,WA,0
Haemolytic uraemic syndrome (HUS),1994,AUS,NA
Haemolytic uraemic syndrome (HUS),1993,ACT,0
Haemolytic uraemic syndrome (HUS),1993,NSW,0
Haemolytic uraemic syndrome (HUS),1993,NT,0
Haemolytic uraemic syndrome (HUS),1993,QLD,0
Haemolytic uraemic syndrome (HUS),1993,SA,0
Haemolytic uraemic syndrome (HUS),1993,TAS,0
Haemolytic uraemic syndrome (HUS),1993,VIC,0
Haemolytic uraemic syndrome (HUS),1993,WA,0
Haemolytic uraemic syndrome (HUS),1993,AUS,NA
Haemolytic uraemic syndrome (HUS),1992,ACT,0
Haemolytic uraemic syndrome (HUS),1992,NSW,0
Haemolytic uraemic syndrome (HUS),1992,NT,0
Haemolytic uraemic syndrome (HUS),1992,QLD,0
Haemolytic uraemic syndrome (HUS),1992,SA,0
Haemolytic uraemic syndrome (HUS),1992,TAS,0
Haemolytic uraemic syndrome (HUS),1992,VIC,0
Haemolytic uraemic syndrome (HUS),1992,WA,0
Haemolytic uraemic syndrome (HUS),1992,AUS,NA
Haemolytic uraemic syndrome (HUS),1991,ACT,0
Haemolytic uraemic syndrome (HUS),1991,NSW,0
Haemolytic uraemic syndrome (HUS),1991,NT,0
Haemolytic uraemic syndrome (HUS),1991,QLD,0
Haemolytic uraemic syndrome (HUS),1991,SA,0
Haemolytic uraemic syndrome (HUS),1991,TAS,0
Haemolytic uraemic syndrome (HUS),1991,VIC,0
Haemolytic uraemic syndrome (HUS),1991,WA,0
Haemolytic uraemic syndrome (HUS),1991,AUS,NA
Haemophilus influenzae type b,2025,ACT,0
Haemophilus influenzae type b,2025,NSW,0.05
Haemophilus influenzae type b,2025,NT,0
Haemophilus influenzae type b,2025,QLD,0.04
Haemophilus influenzae type b,2025,SA,0
Haemophilus influenzae type b,2025,TAS,0
Haemophilus influenzae type b,2025,VIC,0.01
Haemophilus influenzae type b,2025,WA,0
Haemophilus influenzae type b,2025,AUS,0.03
Haemophilus influenzae type b,2024,ACT,0
Haemophilus influenzae type b,2024,NSW,0.04
Haemophilus influenzae type b,2024,NT,0
Haemophilus influenzae type b,2024,QLD,0.04
Haemophilus influenzae type b,2024,SA,0
Haemophilus influenzae type b,2024,TAS,0
Haemophilus influenzae type b,2024,VIC,0.01
Haemophilus influenzae type b,2024,WA,0
Haemophilus influenzae type b,2024,AUS,0.02
Haemophilus influenzae type b,2023,ACT,0
Haemophilus influenzae type b,2023,NSW,0.01
Haemophilus influenzae type b,2023,NT,2
Haemophilus influenzae type b,2023,QLD,0.07
Haemophilus influenzae type b,2023,SA,0.05
Haemophilus influenzae type b,2023,TAS,0
Haemophilus influenzae type b,2023,VIC,0.03
Haemophilus influenzae type b,2023,WA,0
Haemophilus influenzae type b,2023,AUS,0.05
Haemophilus influenzae type b,2022,ACT,0
Haemophilus influenzae type b,2022,NSW,0.02
Haemophilus influenzae type b,2022,NT,1
Haemophilus influenzae type b,2022,QLD,0.02
Haemophilus influenzae type b,2022,SA,0.11
Haemophilus influenzae type b,2022,TAS,0
Haemophilus influenzae type b,2022,VIC,0.03
Haemophilus influenzae type b,2022,WA,0.04
Haemophilus influenzae type b,2022,AUS,0.04
Haemophilus influenzae type b,2021,ACT,0
Haemophilus influenzae type b,2021,NSW,0.11
Haemophilus influenzae type b,2021,NT,0.4
Haemophilus influenzae type b,2021,QLD,0.08
Haemophilus influenzae type b,2021,SA,0
Haemophilus influenzae type b,2021,TAS,0
Haemophilus influenzae type b,2021,VIC,0.05
Haemophilus influenzae type b,2021,WA,0.04
Haemophilus influenzae type b,2021,AUS,0.07
Haemophilus influenzae type b,2020,ACT,0
Haemophilus influenzae type b,2020,NSW,0.07
Haemophilus influenzae type b,2020,NT,1
Haemophilus influenzae type b,2020,QLD,0.12
Haemophilus influenzae type b,2020,SA,0.06
Haemophilus influenzae type b,2020,TAS,0
Haemophilus influenzae type b,2020,VIC,0
Haemophilus influenzae type b,2020,WA,0.11
Haemophilus influenzae type b,2020,AUS,0.07
Haemophilus influenzae type b,2019,ACT,0
Haemophilus influenzae type b,2019,NSW,0.14
Haemophilus influenzae type b,2019,NT,1
Haemophilus influenzae type b,2019,QLD,0.08
Haemophilus influenzae type b,2019,SA,0.06
Haemophilus influenzae type b,2019,TAS,0
Haemophilus influenzae type b,2019,VIC,0.02
Haemophilus influenzae type b,2019,WA,0.08
Haemophilus influenzae type b,2019,AUS,0.09
Haemophilus influenzae type b,2018,ACT,0
Haemophilus influenzae type b,2018,NSW,0.08
Haemophilus influenzae type b,2018,NT,0.4
Haemophilus influenzae type b,2018,QLD,0.14
Haemophilus influenzae type b,2018,SA,0.17
Haemophilus influenzae type b,2018,TAS,0
Haemophilus influenzae type b,2018,VIC,0
Haemophilus influenzae type b,2018,WA,0.04
Haemophilus influenzae type b,2018,AUS,0.07
Haemophilus influenzae type b,2017,ACT,0
Haemophilus influenzae type b,2017,NSW,0.11
Haemophilus influenzae type b,2017,NT,0.81
Haemophilus influenzae type b,2017,QLD,0.06
Haemophilus influenzae type b,2017,SA,0
Haemophilus influenzae type b,2017,TAS,0
Haemophilus influenzae type b,2017,VIC,0.03
Haemophilus influenzae type b,2017,WA,0
Haemophilus influenzae type b,2017,AUS,0.07
Haemophilus influenzae type b,2016,ACT,0
Haemophilus influenzae type b,2016,NSW,0.06
Haemophilus influenzae type b,2016,NT,0.81
Haemophilus influenzae type b,2016,QLD,0.1
Haemophilus influenzae type b,2016,SA,0.06
Haemophilus influenzae type b,2016,TAS,0
Haemophilus influenzae type b,2016,VIC,0.06
Haemophilus influenzae type b,2016,WA,0.04
Haemophilus influenzae type b,2016,AUS,0.07
Haemophilus influenzae type b,2015,ACT,0
Haemophilus influenzae type b,2015,NSW,0.07
Haemophilus influenzae type b,2015,NT,0.82
Haemophilus influenzae type b,2015,QLD,0.1
Haemophilus influenzae type b,2015,SA,0
Haemophilus influenzae type b,2015,TAS,0
Haemophilus influenzae type b,2015,VIC,0.03
Haemophilus influenzae type b,2015,WA,0.08
Haemophilus influenzae type b,2015,AUS,0.07
Haemophilus influenzae type b,2014,ACT,0
Haemophilus influenzae type b,2014,NSW,0.08
Haemophilus influenzae type b,2014,NT,0.41
Haemophilus influenzae type b,2014,QLD,0.19
Haemophilus influenzae type b,2014,SA,0.06
Haemophilus influenzae type b,2014,TAS,0
Haemophilus influenzae type b,2014,VIC,0.05
Haemophilus influenzae type b,2014,WA,0.04
Haemophilus influenzae type b,2014,AUS,0.09
Haemophilus influenzae type b,2013,ACT,0
Haemophilus influenzae type b,2013,NSW,0.12
Haemophilus influenzae type b,2013,NT,0
Haemophilus influenzae type b,2013,QLD,0.15
Haemophilus influenzae type b,2013,SA,0
Haemophilus influenzae type b,2013,TAS,0
Haemophilus influenzae type b,2013,VIC,0.07
Haemophilus influenzae type b,2013,WA,0
Haemophilus influenzae type b,2013,AUS,0.09
Haemophilus influenzae type b,2012,ACT,0
Haemophilus influenzae type b,2012,NSW,0.03
Haemophilus influenzae type b,2012,NT,0.42
Haemophilus influenzae type b,2012,QLD,0.11
Haemophilus influenzae type b,2012,SA,0.12
Haemophilus influenzae type b,2012,TAS,0.2
Haemophilus influenzae type b,2012,VIC,0.07
Haemophilus influenzae type b,2012,WA,0.04
Haemophilus influenzae type b,2012,AUS,0.07
Haemophilus influenzae type b,2011,ACT,0
Haemophilus influenzae type b,2011,NSW,0.06
Haemophilus influenzae type b,2011,NT,0.86
Haemophilus influenzae type b,2011,QLD,0.11
Haemophilus influenzae type b,2011,SA,0
Haemophilus influenzae type b,2011,TAS,0
Haemophilus influenzae type b,2011,VIC,0.02
Haemophilus influenzae type b,2011,WA,0.04
Haemophilus influenzae type b,2011,AUS,0.06
Haemophilus influenzae type b,2010,ACT,0
Haemophilus influenzae type b,2010,NSW,0.08
Haemophilus influenzae type b,2010,NT,0.87
Haemophilus influenzae type b,2010,QLD,0.14
Haemophilus influenzae type b,2010,SA,0.12
Haemophilus influenzae type b,2010,TAS,0
Haemophilus influenzae type b,2010,VIC,0.09
Haemophilus influenzae type b,2010,WA,0.09
Haemophilus influenzae type b,2010,AUS,0.1
Haemophilus influenzae type b,2009,ACT,0
Haemophilus influenzae type b,2009,NSW,0.09
Haemophilus influenzae type b,2009,NT,0
Haemophilus influenzae type b,2009,QLD,0.14
Haemophilus influenzae type b,2009,SA,0.06
Haemophilus influenzae type b,2009,TAS,0
Haemophilus influenzae type b,2009,VIC,0.04
Haemophilus influenzae type b,2009,WA,0.18
Haemophilus influenzae type b,2009,AUS,0.09
Haemophilus influenzae type b,2008,ACT,0
Haemophilus influenzae type b,2008,NSW,0.13
Haemophilus influenzae type b,2008,NT,0.91
Haemophilus influenzae type b,2008,QLD,0.14
Haemophilus influenzae type b,2008,SA,0.06
Haemophilus influenzae type b,2008,TAS,0.2
