disease,year,state,rate_per_100k
Syphilis > 2 years or unspecified duration,2020,WA,8
Syphilis > 2 years or unspecified duration,2020,AUS,9
Syphilis > 2 years or unspecified duration,2019,ACT,5
Syphilis > 2 years or unspecified duration,2019,NSW,11
Syphilis > 2 years or unspecified duration,2019,NT,37
Syphilis > 2 years or unspecified duration,2019,QLD,7
Syphilis > 2 years or unspecified duration,2019,SA,8
Syphilis > 2 years or unspecified duration,2019,TAS,3
Syphilis > 2 years or unspecified duration,2019,VIC,14
Syphilis > 2 years or unspecified duration,2019,WA,9
Syphilis > 2 years or unspecified duration,2019,AUS,10
Syphilis > 2 years or unspecified duration,2018,ACT,3
Syphilis > 2 years or unspecified duration,2018,NSW,10
Syphilis > 2 years or unspecified duration,2018,NT,36
Syphilis > 2 years or unspecified duration,2018,QLD,7
Syphilis > 2 years or unspecified duration,2018,SA,5
Syphilis > 2 years or unspecified duration,2018,TAS,6
Syphilis > 2 years or unspecified duration,2018,VIC,12
Syphilis > 2 years or unspecified duration,2018,WA,8
Syphilis > 2 years or unspecified duration,2018,AUS,9
Syphilis > 2 years or unspecified duration,2017,ACT,3
Syphilis > 2 years or unspecified duration,2017,NSW,8
Syphilis > 2 years or unspecified duration,2017,NT,41
Syphilis > 2 years or unspecified duration,2017,QLD,6
Syphilis > 2 years or unspecified duration,2017,SA,4
Syphilis > 2 years or unspecified duration,2017,TAS,2
Syphilis > 2 years or unspecified duration,2017,VIC,12
Syphilis > 2 years or unspecified duration,2017,WA,6
Syphilis > 2 years or unspecified duration,2017,AUS,8
Syphilis > 2 years or unspecified duration,2016,ACT,5
Syphilis > 2 years or unspecified duration,2016,NSW,9
Syphilis > 2 years or unspecified duration,2016,NT,22
Syphilis > 2 years or unspecified duration,2016,QLD,6
Syphilis > 2 years or unspecified duration,2016,SA,10
Syphilis > 2 years or unspecified duration,2016,TAS,3
Syphilis > 2 years or unspecified duration,2016,VIC,12
Syphilis > 2 years or unspecified duration,2016,WA,2
Syphilis > 2 years or unspecified duration,2016,AUS,8
Syphilis > 2 years or unspecified duration,2015,ACT,2
Syphilis > 2 years or unspecified duration,2015,NSW,8
Syphilis > 2 years or unspecified duration,2015,NT,31
Syphilis > 2 years or unspecified duration,2015,QLD,6
Syphilis > 2 years or unspecified duration,2015,SA,11
Syphilis > 2 years or unspecified duration,2015,TAS,2
Syphilis > 2 years or unspecified duration,2015,VIC,12
Syphilis > 2 years or unspecified duration,2015,WA,3
Syphilis > 2 years or unspecified duration,2015,AUS,8
Syphilis > 2 years or unspecified duration,2014,ACT,6
Syphilis > 2 years or unspecified duration,2014,NSW,6
Syphilis > 2 years or unspecified duration,2014,NT,30
Syphilis > 2 years or unspecified duration,2014,QLD,6
Syphilis > 2 years or unspecified duration,2014,SA,7
Syphilis > 2 years or unspecified duration,2014,TAS,4
Syphilis > 2 years or unspecified duration,2014,VIC,13
Syphilis > 2 years or unspecified duration,2014,WA,3
Syphilis > 2 years or unspecified duration,2014,AUS,8
Syphilis > 2 years or unspecified duration,2013,ACT,2
Syphilis > 2 years or unspecified duration,2013,NSW,6
Syphilis > 2 years or unspecified duration,2013,NT,40
Syphilis > 2 years or unspecified duration,2013,QLD,7
Syphilis > 2 years or unspecified duration,2013,SA,7
Syphilis > 2 years or unspecified duration,2013,TAS,2
Syphilis > 2 years or unspecified duration,2013,VIC,10
Syphilis > 2 years or unspecified duration,2013,WA,8
Syphilis > 2 years or unspecified duration,2013,AUS,7
Syphilis > 2 years or unspecified duration,2012,ACT,4
Syphilis > 2 years or unspecified duration,2012,NSW,4
Syphilis > 2 years or unspecified duration,2012,NT,28
Syphilis > 2 years or unspecified duration,2012,QLD,6
Syphilis > 2 years or unspecified duration,2012,SA,5
Syphilis > 2 years or unspecified duration,2012,TAS,2
Syphilis > 2 years or unspecified duration,2012,VIC,9
Syphilis > 2 years or unspecified duration,2012,WA,6
Syphilis > 2 years or unspecified duration,2012,AUS,6
Syphilis > 2 years or unspecified duration,2011,ACT,7
Syphilis > 2 years or unspecified duration,2011,NSW,5
Syphilis > 2 years or unspecified duration,2011,NT,26
Syphilis > 2 years or unspecified duration,2011,QLD,3
Syphilis > 2 years or unspecified duration,2011,SA,2
Syphilis > 2 years or unspecified duration,2011,TAS,4
Syphilis > 2 years or unspecified duration,2011,VIC,10
Syphilis > 2 years or unspecified duration,2011,WA,4
Syphilis > 2 years or unspecified duration,2011,AUS,6
Syphilis > 2 years or unspecified duration,2010,ACT,4
Syphilis > 2 years or unspecified duration,2010,NSW,6
Syphilis > 2 years or unspecified duration,2010,NT,44
Syphilis > 2 years or unspecified duration,2010,QLD,3
Syphilis > 2 years or unspecified duration,2010,SA,1
Syphilis > 2 years or unspecified duration,2010,TAS,3
Syphilis > 2 years or unspecified duration,2010,VIC,9
Syphilis > 2 years or unspecified duration,2010,WA,3
Syphilis > 2 years or unspecified duration,2010,AUS,6
Syphilis > 2 years or unspecified duration,2009,ACT,6
Syphilis > 2 years or unspecified duration,2009,NSW,6
Syphilis > 2 years or unspecified duration,2009,NT,43
Syphilis > 2 years or unspecified duration,2009,QLD,7
Syphilis > 2 years or unspecified duration,2009,SA,0.68
Syphilis > 2 years or unspecified duration,2009,TAS,4
Syphilis > 2 years or unspecified duration,2009,VIC,9
Syphilis > 2 years or unspecified duration,2009,WA,5
Syphilis > 2 years or unspecified duration,2009,AUS,7
Syphilis > 2 years or unspecified duration,2008,ACT,9
Syphilis > 2 years or unspecified duration,2008,NSW,6
Syphilis > 2 years or unspecified duration,2008,NT,78
Syphilis > 2 years or unspecified duration,2008,QLD,5
Syphilis > 2 years or unspecified duration,2008,SA,0.38
Syphilis > 2 years or unspecified duration,2008,TAS,3
Syphilis > 2 years or unspecified duration,2008,VIC,8
Syphilis > 2 years or unspecified duration,2008,WA,5
Syphilis > 2 years or unspecified duration,2008,AUS,6
Syphilis > 2 years or unspecified duration,2007,ACT,6
Syphilis > 2 years or unspecified duration,2007,NSW,5
Syphilis > 2 years or unspecified duration,2007,NT,86
Syphilis > 2 years or unspecified duration,2007,QLD,6
Syphilis > 2 years or unspecified duration,2007,SA,0.25
Syphilis > 2 years or unspecified duration,2007,TAS,5
Syphilis > 2 years or unspecified duration,2007,VIC,8
Syphilis > 2 years or unspecified duration,2007,WA,6
Syphilis > 2 years or unspecified duration,2007,AUS,7
Syphilis > 2 years or unspecified duration,2006,ACT,2
Syphilis > 2 years or unspecified duration,2006,NSW,6
Syphilis > 2 years or unspecified duration,2006,NT,55
Syphilis > 2 years or unspecified duration,2006,QLD,8
Syphilis > 2 years or unspecified duration,2006,SA,0.19
Syphilis > 2 years or unspecified duration,2006,TAS,3
Syphilis > 2 years or unspecified duration,2006,VIC,7
Syphilis > 2 years or unspecified duration,2006,WA,7
Syphilis > 2 years or unspecified duration,2006,AUS,6
Syphilis > 2 years or unspecified duration,2005,ACT,2
Syphilis > 2 years or unspecified duration,2005,NSW,4
Syphilis > 2 years or unspecified duration,2005,NT,66
Syphilis > 2 years or unspecified duration,2005,QLD,8
Syphilis > 2 years or unspecified duration,2005,SA,0.06
Syphilis > 2 years or unspecified duration,2005,TAS,5
Syphilis > 2 years or unspecified duration,2005,VIC,7
Syphilis > 2 years or unspecified duration,2005,WA,9
Syphilis > 2 years or unspecified duration,2005,AUS,7
Syphilis > 2 years or unspecified duration,2004,ACT,2
Syphilis > 2 years or unspecified duration,2004,NSW,7
Syphilis > 2 years or unspecified duration,2004,NT,49
Syphilis > 2 years or unspecified duration,2004,QLD,7
Syphilis > 2 years or unspecified duration,2004,SA,0
Syphilis > 2 years or unspecified duration,2004,TAS,2
Syphilis > 2 years or unspecified duration,2004,VIC,7
Syphilis > 2 years or unspecified duration,2004,WA,8
Syphilis > 2 years or unspecified duration,2004,AUS,7
Syphilis > 2 years or unspecified duration,2003,ACT,0
Syphilis > 2 years or unspecified duration,2003,NSW,0
Syphilis > 2 years or unspecified duration,2003,NT,0
Syphilis > 2 years or unspecified duration,2003,QLD,0
Syphilis > 2 years or unspecified duration,2003,SA,0
Syphilis > 2 years or unspecified duration,2003,TAS,0
Syphilis > 2 years or unspecified duration,2003,VIC,0
Syphilis > 2 years or unspecified duration,2003,WA,0
Syphilis > 2 years or unspecified duration,2003,AUS,NA
Syphilis > 2 years or unspecified duration,2002,ACT,0
Syphilis > 2 years or unspecified duration,2002,NSW,0
Syphilis > 2 years or unspecified duration,2002,NT,0
Syphilis > 2 years or unspecified duration,2002,QLD,0
Syphilis > 2 years or unspecified duration,2002,SA,0
Syphilis > 2 years or unspecified duration,2002,TAS,0
Syphilis > 2 years or unspecified duration,2002,VIC,0
Syphilis > 2 years or unspecified duration,2002,WA,0
Syphilis > 2 years or unspecified duration,2002,AUS,NA
Syphilis > 2 years or unspecified duration,2001,ACT,0
Syphilis > 2 years or unspecified duration,2001,NSW,0
Syphilis > 2 years or unspecified duration,2001,NT,0
Syphilis > 2 years or unspecified duration,2001,QLD,0
Syphilis > 2 years or unspecified duration,2001,SA,0
Syphilis > 2 years or unspecified duration,2001,TAS,0
Syphilis > 2 years or unspecified duration,2001,VIC,0
Syphilis > 2 years or unspecified duration,2001,WA,0
Syphilis > 2 years or unspecified duration,2001,AUS,NA
Syphilis > 2 years or unspecified duration,2000,ACT,0
Syphilis > 2 years or unspecified duration,2000,NSW,0
Syphilis > 2 years or unspecified duration,2000,NT,0
Syphilis > 2 years or unspecified duration,2000,QLD,0
Syphilis > 2 years or unspecified duration,2000,SA,0
Syphilis > 2 years or unspecified duration,2000,TAS,0
Syphilis > 2 years or unspecified duration,2000,VIC,0
Syphilis > 2 years or unspecified duration,2000,WA,0
Syphilis > 2 years or unspecified duration,2000,AUS,NA
Syphilis > 2 years or unspecified duration,1999,ACT,0
Syphilis > 2 years or unspecified duration,1999,NSW,0
Syphilis > 2 years or unspecified duration,1999,NT,0
Syphilis > 2 years or unspecified duration,1999,QLD,0
Syphilis > 2 years or unspecified duration,1999,SA,0
Syphilis > 2 years or unspecified duration,1999,TAS,0
Syphilis > 2 years or unspecified duration,1999,VIC,0
Syphilis > 2 years or unspecified duration,1999,WA,0
Syphilis > 2 years or unspecified duration,1999,AUS,NA
Syphilis > 2 years or unspecified duration,1998,ACT,0
Syphilis > 2 years or unspecified duration,1998,NSW,0
Syphilis > 2 years or unspecified duration,1998,NT,0
Syphilis > 2 years or unspecified duration,1998,QLD,0
Syphilis > 2 years or unspecified duration,1998,SA,0
Syphilis > 2 years or unspecified duration,1998,TAS,0
Syphilis > 2 years or unspecified duration,1998,VIC,0
Syphilis > 2 years or unspecified duration,1998,WA,0
Syphilis > 2 years or unspecified duration,1998,AUS,NA
Syphilis > 2 years or unspecified duration,1997,ACT,0
Syphilis > 2 years or unspecified duration,1997,NSW,0
Syphilis > 2 years or unspecified duration,1997,NT,0
Syphilis > 2 years or unspecified duration,1997,QLD,0
Syphilis > 2 years or unspecified duration,1997,SA,0
Syphilis > 2 years or unspecified duration,1997,TAS,0
Syphilis > 2 years or unspecified duration,1997,VIC,0
Syphilis > 2 years or unspecified duration,1997,WA,0
Syphilis > 2 years or unspecified duration,1997,AUS,NA
Syphilis > 2 years or unspecified duration,1996,ACT,0
Syphilis > 2 years or unspecified duration,1996,NSW,0
Syphilis > 2 years or unspecified duration,1996,NT,0
Syphilis > 2 years or unspecified duration,1996,QLD,0
Syphilis > 2 years or unspecified duration,1996,SA,0
Syphilis > 2 years or unspecified duration,1996,TAS,0
Syphilis > 2 years or unspecified duration,1996,VIC,0
Syphilis > 2 years or unspecified duration,1996,WA,0
Syphilis > 2 years or unspecified duration,1996,AUS,NA
Syphilis > 2 years or unspecified duration,1995,ACT,0
Syphilis > 2 years or unspecified duration,1995,NSW,0
Syphilis > 2 years or unspecified duration,1995,NT,0
Syphilis > 2 years or unspecified duration,1995,QLD,0
Syphilis > 2 years or unspecified duration,1995,SA,0
Syphilis > 2 years or unspecified duration,1995,TAS,0
Syphilis > 2 years or unspecified duration,1995,VIC,0
Syphilis > 2 years or unspecified duration,1995,WA,0
Syphilis > 2 years or unspecified duration,1995,AUS,NA
Syphilis > 2 years or unspecified duration,1994,ACT,0
Syphilis > 2 years or unspecified duration,1994,NSW,0
Syphilis > 2 years or unspecified duration,1994,NT,0
Syphilis > 2 years or unspecified duration,1994,QLD,0
Syphilis > 2 years or unspecified duration,1994,SA,0
Syphilis > 2 years or unspecified duration,1994,TAS,0
Syphilis > 2 years or unspecified duration,1994,VIC,0
Syphilis > 2 years or unspecified duration,1994,WA,0
Syphilis > 2 years or unspecified duration,1994,AUS,NA
Syphilis > 2 years or unspecified duration,1993,ACT,0
Syphilis > 2 years or unspecified duration,1993,NSW,0
Syphilis > 2 years or unspecified duration,1993,NT,0
Syphilis > 2 years or unspecified duration,1993,QLD,0
Syphilis > 2 years or unspecified duration,1993,SA,0
Syphilis > 2 years or unspecified duration,1993,TAS,0
Syphilis > 2 years or unspecified duration,1993,VIC,0
Syphilis > 2 years or unspecified duration,1993,WA,0
Syphilis > 2 years or unspecified duration,1993,AUS,NA
Syphilis > 2 years or unspecified duration,1992,ACT,0
Syphilis > 2 years or unspecified duration,1992,NSW,0
Syphilis > 2 years or unspecified duration,1992,NT,0
Syphilis > 2 years or unspecified duration,1992,QLD,0
Syphilis > 2 years or unspecified duration,1992,SA,0
Syphilis > 2 years or unspecified duration,1992,TAS,0
Syphilis > 2 years or unspecified duration,1992,VIC,0
Syphilis > 2 years or unspecified duration,1992,WA,0
Syphilis > 2 years or unspecified duration,1992,AUS,NA
Syphilis > 2 years or unspecified duration,1991,ACT,0
Syphilis > 2 years or unspecified duration,1991,NSW,0
Syphilis > 2 years or unspecified duration,1991,NT,0
Syphilis > 2 years or unspecified duration,1991,QLD,0
Syphilis > 2 years or unspecified duration,1991,SA,0
Syphilis > 2 years or unspecified duration,1991,TAS,0
Syphilis > 2 years or unspecified duration,1991,VIC,0
Syphilis > 2 years or unspecified duration,1991,WA,0
Syphilis > 2 years or unspecified duration,1991,AUS,NA
Syphilis congenital,2025,ACT,0
Syphilis congenital,2025,NSW,0.04
Syphilis congenital,2025,NT,0
Syphilis congenital,2025,QLD,0.11
Syphilis congenital,2025,SA,0.05
Syphilis congenital,2025,TAS,0
Syphilis congenital,2025,VIC,0.01
Syphilis congenital,2025,WA,0.1
Syphilis congenital,2025,AUS,0.05
Syphilis congenital,2024,ACT,0
Syphilis congenital,2024,NSW,0.04
Syphilis congenital,2024,NT,0
Syphilis congenital,2024,QLD,0.07
Syphilis congenital,2024,SA,0.11
Syphilis congenital,2024,TAS,0
Syphilis congenital,2024,VIC,0.01
Syphilis congenital,2024,WA,0
Syphilis congenital,2024,AUS,0.04
Syphilis congenital,2023,ACT,0
Syphilis congenital,2023,NSW,0.05
Syphilis congenital,2023,NT,0.79
Syphilis congenital,2023,QLD,0.09
Syphilis congenital,2023,SA,0
Syphilis congenital,2023,TAS,0.17
Syphilis congenital,2023,VIC,0.06
Syphilis congenital,2023,WA,0.14
Syphilis congenital,2023,AUS,0.08
Syphilis congenital,2022,ACT,0
Syphilis congenital,2022,NSW,0.04
Syphilis congenital,2022,NT,0.8
Syphilis congenital,2022,QLD,0.08
Syphilis congenital,2022,SA,0
Syphilis congenital,2022,TAS,0
Syphilis congenital,2022,VIC,0.03
Syphilis congenital,2022,WA,0.14
Syphilis congenital,2022,AUS,0.06
Syphilis congenital,2021,ACT,0
Syphilis congenital,2021,NSW,0.02
Syphilis congenital,2021,NT,0
Syphilis congenital,2021,QLD,0.12
Syphilis congenital,2021,SA,0
Syphilis congenital,2021,TAS,0
Syphilis congenital,2021,VIC,0.05
Syphilis congenital,2021,WA,0.15
Syphilis congenital,2021,AUS,0.06
Syphilis congenital,2020,ACT,0
Syphilis congenital,2020,NSW,0.05
Syphilis congenital,2020,NT,0.81
Syphilis congenital,2020,QLD,0.04
Syphilis congenital,2020,SA,0.11
Syphilis congenital,2020,TAS,0
Syphilis congenital,2020,VIC,0.05
Syphilis congenital,2020,WA,0.15
Syphilis congenital,2020,AUS,0.07
Syphilis congenital,2019,ACT,0
Syphilis congenital,2019,NSW,0.01
Syphilis congenital,2019,NT,0
Syphilis congenital,2019,QLD,0
Syphilis congenital,2019,SA,0
Syphilis congenital,2019,TAS,0
Syphilis congenital,2019,VIC,0.03
Syphilis congenital,2019,WA,0.04
Syphilis congenital,2019,AUS,0.02
Syphilis congenital,2018,ACT,0
Syphilis congenital,2018,NSW,0.01
Syphilis congenital,2018,NT,0.4
Syphilis congenital,2018,QLD,0.06
Syphilis congenital,2018,SA,0
Syphilis congenital,2018,TAS,0
Syphilis congenital,2018,VIC,0.03
Syphilis congenital,2018,WA,0.04
Syphilis congenital,2018,AUS,0.03
Syphilis congenital,2017,ACT,0
Syphilis congenital,2017,NSW,0.01
Syphilis congenital,2017,NT,0.4
Syphilis congenital,2017,QLD,0.06
Syphilis congenital,2017,SA,0.06
Syphilis congenital,2017,TAS,0
Syphilis congenital,2017,VIC,0.03
Syphilis congenital,2017,WA,0
Syphilis congenital,2017,AUS,0.03
Syphilis congenital,2016,ACT,0
Syphilis congenital,2016,NSW,0
Syphilis congenital,2016,NT,0
Syphilis congenital,2016,QLD,0.04
Syphilis congenital,2016,SA,0
Syphilis congenital,2016,TAS,0
Syphilis congenital,2016,VIC,0
Syphilis congenital,2016,WA,0
Syphilis congenital,2016,AUS,0.01
Syphilis congenital,2015,ACT,0
Syphilis congenital,2015,NSW,0
Syphilis congenital,2015,NT,0
Syphilis congenital,2015,QLD,0.06
Syphilis congenital,2015,SA,0
Syphilis congenital,2015,TAS,0.19
Syphilis congenital,2015,VIC,0
Syphilis congenital,2015,WA,0
Syphilis congenital,2015,AUS,0.02
Syphilis congenital,2014,ACT,0
Syphilis congenital,2014,NSW,0
Syphilis congenital,2014,NT,0.82
Syphilis congenital,2014,QLD,0
Syphilis congenital,2014,SA,0
Syphilis congenital,2014,TAS,0
Syphilis congenital,2014,VIC,0
Syphilis congenital,2014,WA,0
Syphilis congenital,2014,AUS,0.01
Syphilis congenital,2013,ACT,0
Syphilis congenital,2013,NSW,0.03
Syphilis congenital,2013,NT,0.41
Syphilis congenital,2013,QLD,0.04
Syphilis congenital,2013,SA,0
Syphilis congenital,2013,TAS,0
Syphilis congenital,2013,VIC,0
Syphilis congenital,2013,WA,0.08
Syphilis congenital,2013,AUS,0.03
Syphilis congenital,2012,ACT,0
Syphilis congenital,2012,NSW,0
Syphilis congenital,2012,NT,0
Syphilis congenital,2012,QLD,0
Syphilis congenital,2012,SA,0
Syphilis congenital,2012,TAS,0
Syphilis congenital,2012,VIC,0
Syphilis congenital,2012,WA,0
Syphilis congenital,2012,AUS,NA
Syphilis congenital,2011,ACT,0
Syphilis congenital,2011,NSW,0.04
Syphilis congenital,2011,NT,0
Syphilis congenital,2011,QLD,0.07
Syphilis congenital,2011,SA,0
Syphilis congenital,2011,TAS,0
Syphilis congenital,2011,VIC,0
Syphilis congenital,2011,WA,0
Syphilis congenital,2011,AUS,0.03
Syphilis congenital,2010,ACT,0
Syphilis congenital,2010,NSW,0
Syphilis congenital,2010,NT,0.44
Syphilis congenital,2010,QLD,0.05
Syphilis congenital,2010,SA,0
Syphilis congenital,2010,TAS,0
Syphilis congenital,2010,VIC,0
Syphilis congenital,2010,WA,0.04
Syphilis congenital,2010,AUS,0.02
Syphilis congenital,2009,ACT,0
Syphilis congenital,2009,NSW,0.01
Syphilis congenital,2009,NT,2
Syphilis congenital,2009,QLD,0
Syphilis congenital,2009,SA,0
Syphilis congenital,2009,TAS,0
Syphilis congenital,2009,VIC,0
Syphilis congenital,2009,WA,0
Syphilis congenital,2009,AUS,0.02
Syphilis congenital,2008,ACT,0
Syphilis congenital,2008,NSW,0.04
Syphilis congenital,2008,NT,0.45
Syphilis congenital,2008,QLD,0.05
Syphilis congenital,2008,SA,0
Syphilis congenital,2008,TAS,0
Syphilis congenital,2008,VIC,0
Syphilis congenital,2008,WA,0
Syphilis congenital,2008,AUS,0.03
Syphilis congenital,2007,ACT,0
Syphilis congenital,2007,NSW,0.07
Syphilis congenital,2007,NT,0.94
Syphilis congenital,2007,QLD,0
Syphilis congenital,2007,SA,0
Syphilis congenital,2007,TAS,0
Syphilis congenital,2007,VIC,0
Syphilis congenital,2007,WA,0
Syphilis congenital,2007,AUS,0.03
Syphilis congenital,2006,ACT,0
Syphilis congenital,2006,NSW,0.06
Syphilis congenital,2006,NT,3
Syphilis congenital,2006,QLD,0.02
Syphilis congenital,2006,SA,0
Syphilis congenital,2006,TAS,0
Syphilis congenital,2006,VIC,0
Syphilis congenital,2006,WA,0
Syphilis congenital,2006,AUS,0.05
Syphilis congenital,2005,ACT,0
Syphilis congenital,2005,NSW,0.13
Syphilis congenital,2005,NT,2
Syphilis congenital,2005,QLD,0.05
Syphilis congenital,2005,SA,0
Syphilis congenital,2005,TAS,0
Syphilis congenital,2005,VIC,0
Syphilis congenital,2005,WA,0
Syphilis congenital,2005,AUS,0.08
Syphilis congenital,2004,ACT,0
Syphilis congenital,2004,NSW,0.02
Syphilis congenital,2004,NT,3
Syphilis congenital,2004,QLD,0.13
Syphilis congenital,2004,SA,0
Syphilis congenital,2004,TAS,0
Syphilis congenital,2004,VIC,0.02
Syphilis congenital,2004,WA,0
Syphilis congenital,2004,AUS,0.07
Syphilis congenital,2003,ACT,0
Syphilis congenital,2003,NSW,0.05
Syphilis congenital,2003,NT,4
Syphilis congenital,2003,QLD,0.08
Syphilis congenital,2003,SA,0
Syphilis congenital,2003,TAS,0
Syphilis congenital,2003,VIC,0
Syphilis congenital,2003,WA,0
Syphilis congenital,2003,AUS,0.07
Syphilis congenital,2002,ACT,0
Syphilis congenital,2002,NSW,0
Syphilis congenital,2002,NT,0
Syphilis congenital,2002,QLD,0
Syphilis congenital,2002,SA,0
Syphilis congenital,2002,TAS,0
Syphilis congenital,2002,VIC,0
Syphilis congenital,2002,WA,0
Syphilis congenital,2002,AUS,NA
Syphilis congenital,2001,ACT,0
Syphilis congenital,2001,NSW,0
Syphilis congenital,2001,NT,0
Syphilis congenital,2001,QLD,0
Syphilis congenital,2001,SA,0
Syphilis congenital,2001,TAS,0
Syphilis congenital,2001,VIC,0
Syphilis congenital,2001,WA,0
Syphilis congenital,2001,AUS,NA
Syphilis congenital,2000,ACT,0
Syphilis congenital,2000,NSW,0
Syphilis congenital,2000,NT,0
Syphilis congenital,2000,QLD,0
Syphilis congenital,2000,SA,0
Syphilis congenital,2000,TAS,0
Syphilis congenital,2000,VIC,0
Syphilis congenital,2000,WA,0
Syphilis congenital,2000,AUS,NA
Syphilis congenital,1999,ACT,0
Syphilis congenital,1999,NSW,0
Syphilis congenital,1999,NT,0
Syphilis congenital,1999,QLD,0
Syphilis congenital,1999,SA,0
Syphilis congenital,1999,TAS,0
Syphilis congenital,1999,VIC,0
Syphilis congenital,1999,WA,0
Syphilis congenital,1999,AUS,NA
Syphilis congenital,1998,ACT,0
Syphilis congenital,1998,NSW,0
Syphilis congenital,1998,NT,0
Syphilis congenital,1998,QLD,0
Syphilis congenital,1998,SA,0
Syphilis congenital,1998,TAS,0
Syphilis congenital,1998,VIC,0
Syphilis congenital,1998,WA,0
Syphilis congenital,1998,AUS,NA
Syphilis congenital,1997,ACT,0
Syphilis congenital,1997,NSW,0
Syphilis congenital,1997,NT,0
Syphilis congenital,1997,QLD,0
Syphilis congenital,1997,SA,0
Syphilis congenital,1997,TAS,0
Syphilis congenital,1997,VIC,0
Syphilis congenital,1997,WA,0
Syphilis congenital,1997,AUS,NA
Syphilis congenital,1996,ACT,0
Syphilis congenital,1996,NSW,0
Syphilis congenital,1996,NT,0
Syphilis congenital,1996,QLD,0
Syphilis congenital,1996,SA,0
Syphilis congenital,1996,TAS,0
Syphilis congenital,1996,VIC,0
Syphilis congenital,1996,WA,0
Syphilis congenital,1996,AUS,NA
Syphilis congenital,1995,ACT,0
Syphilis congenital,1995,NSW,0
Syphilis congenital,1995,NT,0
Syphilis congenital,1995,QLD,0
Syphilis congenital,1995,SA,0
Syphilis congenital,1995,TAS,0
Syphilis congenital,1995,VIC,0
Syphilis congenital,1995,WA,0
Syphilis congenital,1995,AUS,NA
Syphilis congenital,1994,ACT,0
Syphilis congenital,1994,NSW,0
Syphilis congenital,1994,NT,0
Syphilis congenital,1994,QLD,0
Syphilis congenital,1994,SA,0
Syphilis congenital,1994,TAS,0
Syphilis congenital,1994,VIC,0
Syphilis congenital,1994,WA,0
Syphilis congenital,1994,AUS,NA
Syphilis congenital,1993,ACT,0
Syphilis congenital,1993,NSW,0
Syphilis congenital,1993,NT,0
Syphilis congenital,1993,QLD,0
Syphilis congenital,1993,SA,0
Syphilis congenital,1993,TAS,0
Syphilis congenital,1993,VIC,0
Syphilis congenital,1993,WA,0
Syphilis congenital,1993,AUS,NA
Syphilis congenital,1992,ACT,0
Syphilis congenital,1992,NSW,0
Syphilis congenital,1992,NT,0
Syphilis congenital,1992,QLD,0
Syphilis congenital,1992,SA,0
Syphilis congenital,1992,TAS,0
Syphilis congenital,1992,VIC,0
Syphilis congenital,1992,WA,0
Syphilis congenital,1992,AUS,NA
Syphilis congenital,1991,ACT,0
Syphilis congenital,1991,NSW,0
Syphilis congenital,1991,NT,0
Syphilis congenital,1991,QLD,0
Syphilis congenital,1991,SA,0
Syphilis congenital,1991,TAS,0
Syphilis congenital,1991,VIC,0
Syphilis congenital,1991,WA,0
Syphilis congenital,1991,AUS,NA
Tetanus,2025,ACT,0
Tetanus,2025,NSW,0
Tetanus,2025,NT,0
Tetanus,2025,QLD,0
Tetanus,2025,SA,0
Tetanus,2025,TAS,0
Tetanus,2025,VIC,0
Tetanus,2025,WA,0.03
Tetanus,2025,AUS,0
Tetanus,2024,ACT,0
Tetanus,2024,NSW,0
Tetanus,2024,NT,0
Tetanus,2024,QLD,0.02
Tetanus,2024,SA,0.05
Tetanus,2024,TAS,0
Tetanus,2024,VIC,0.03
Tetanus,2024,WA,0.03
Tetanus,2024,AUS,0.02
Tetanus,2023,ACT,0
Tetanus,2023,NSW,0.04
Tetanus,2023,NT,0
Tetanus,2023,QLD,0.02
Tetanus,2023,SA,0
Tetanus,2023,TAS,0
Tetanus,2023,VIC,0
Tetanus,2023,WA,0
Tetanus,2023,AUS,0.02
Tetanus,2022,ACT,0
Tetanus,2022,NSW,0
Tetanus,2022,NT,0
Tetanus,2022,QLD,0
Tetanus,2022,SA,0
Tetanus,2022,TAS,0
Tetanus,2022,VIC,0.02
Tetanus,2022,WA,0
Tetanus,2022,AUS,0
Tetanus,2021,ACT,0
Tetanus,2021,NSW,0
Tetanus,2021,NT,0
Tetanus,2021,QLD,0
Tetanus,2021,SA,0
Tetanus,2021,TAS,0
Tetanus,2021,VIC,0.02
Tetanus,2021,WA,0.04
Tetanus,2021,AUS,0.01
Tetanus,2020,ACT,0
Tetanus,2020,NSW,0
Tetanus,2020,NT,0
Tetanus,2020,QLD,0.1
Tetanus,2020,SA,0
Tetanus,2020,TAS,0
Tetanus,2020,VIC,0.02
Tetanus,2020,WA,0.04
Tetanus,2020,AUS,0.03
Tetanus,2019,ACT,0
Tetanus,2019,NSW,0.01
Tetanus,2019,NT,0
Tetanus,2019,QLD,0.02
Tetanus,2019,SA,0.06
Tetanus,2019,TAS,0
Tetanus,2019,VIC,0
Tetanus,2019,WA,0
Tetanus,2019,AUS,0.01
Tetanus,2018,ACT,0
Tetanus,2018,NSW,0
Tetanus,2018,NT,0
Tetanus,2018,QLD,0.02
Tetanus,2018,SA,0
Tetanus,2018,TAS,0
Tetanus,2018,VIC,0.02
Tetanus,2018,WA,0.04
Tetanus,2018,AUS,0.01
Tetanus,2017,ACT,0
Tetanus,2017,NSW,0.01
Tetanus,2017,NT,0
Tetanus,2017,QLD,0.02
Tetanus,2017,SA,0.12
